Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Gender_ male ,Gender_FEMALE,Gender_Female,Gender_MALE,Gender_Male
0.8133333333333334,0.2,0.04764551810760769,0.4,0.0,0.0,0.45160692322667995,0.0,0.0,0.0,0.0,1.0
0.44,0.4,0.3688144742128877,0.4,0.0,1.0,0.38683443037326304,0.0,0.0,1.0,0.0,0.0
0.6933333333333334,0.30000000000000004,0.05314843251248206,0.1,0.0,1.0,0.747897192848995,0.0,0.0,1.0,0.0,0.0
0.6266666666666667,0.05,0.04764551810760769,0.2,1.0,1.0,0.9833653238006876,0.0,0.0,0.0,0.0,1.0
0.92,0.15000000000000002,0.41503982236226195,0.4,0.0,0.0,0.9093535451193645,0.0,0.0,0.0,0.0,1.0
0.41333333333333333,0.35000000000000003,0.04764551810760769,0.4,1.0,1.0,0.6007799264602749,0.0,0.0,0.0,0.0,1.0
0.32,0.2,0.28093736648832474,0.30000000000000004,1.0,0.0,0.8919614921877298,0.0,0.0,0.0,0.0,1.0
0.52,0.2,0.22519644604457156,0.2,1.0,1.0,0.4853714892604669,0.0,0.0,0.0,0.0,1.0
0.68,0.1,0.7873490000373063,0.2,1.0,1.0,0.7389537846627035,0.0,0.0,1.0,0.0,0.0
0.4,0.35000000000000003,0.5462369021875153,0.4,0.0,1.0,0.8361187516294529,0.0,0.0,0.0,0.0,1.0
0.6133333333333334,0.5,0.9676128637753174,0.4,0.0,0.0,0.5428119690834625,0.0,1.0,0.0,0.0,0.0
0.6266666666666667,0.35000000000000003,0.04764551810760769,0.4,1.0,1.0,0.35930690499881646,0.0,0.0,0.0,0.0,1.0
0.4,0.15000000000000002,0.04764551810760769,0.1,1.0,0.0,0.7735337524608116,0.0,0.0,0.0,0.0,1.0
0.41333333333333333,0.4,0.04764551810760769,0.4,0.0,0.0,0.785085485878608,0.0,0.0,0.0,0.0,1.0
0.0,0.4,0.04764551810760769,0.1,0.0,0.0,0.9820365005463357,0.0,0.0,0.0,0.0,1.0
0.36,0.5,0.2761581875035049,0.30000000000000004,0.0,0.0,0.8122813181606545,0.0,0.0,0.0,0.0,1.0
0.4666666666666667,0.15000000000000002,0.04764551810760769,0.1,1.0,0.0,0.680864675020804,0.0,0.0,1.0,0.0,0.0
0.6,0.35000000000000003,0.04764551810760769,0.1,1.0,0.0,0.4002096004216219,0.0,0.0,0.0,0.0,1.0
0.5866666666666667,0.1,0.6443887658919839,0.1,0.0,1.0,0.6470265772654323,0.0,0.0,1.0,0.0,0.0
0.56,0.5,0.04764551810760769,0.30000000000000004,1.0,0.0,0.5271133466977654,0.0,0.0,1.0,0.0,0.0
0.9866666666666667,0.45,0.34138714113217095,0.4,0.0,0.0,0.6654265650201496,0.0,0.0,0.0,0.0,1.0
0.8533333333333334,0.4,0.9464259500742627,0.4,1.0,1.0,0.8073105737815294,0.0,0.0,0.0,0.0,1.0
0.52,0.05,0.9783834666621689,0.2,0.0,0.0,0.5745441583499122,0.0,0.0,1.0,0.0,0.0
0.32,0.25,0.5164826572934592,0.2,1.0,0.0,0.7872277100341087,0.0,0.0,1.0,0.0,0.0
0.52,0.30000000000000004,0.40112209006784866,0.2,1.0,1.0,0.6985549065867016,0.0,0.0,0.0,0.0,1.0
0.7333333333333334,0.45,0.35655633060519865,0.4,0.0,0.0,0.7343972189602594,0.0,0.0,0.0,0.0,1.0
0.5466666666666667,0.5,0.04764551810760769,0.4,1.0,0.0,0.4635381703666962,0.0,0.0,1.0,0.0,0.0
0.8133333333333334,0.1,0.04764551810760769,0.4,0.0,0.0,0.48610625623894144,0.0,0.0,0.0,0.0,1.0
0.8533333333333334,0.15000000000000002,0.2691087948718938,0.2,1.0,0.0,0.686109337568227,0.0,0.0,0.0,0.0,1.0
0.3066666666666667,0.25,0.04764551810760769,0.30000000000000004,0.0,0.0,0.5772352192735946,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.2,0.8934973539823292,0.1,1.0,1.0,0.40486565904531213,0.0,0.0,0.0,0.0,1.0
0.8,0.4,0.04764551810760769,1.0,1.0,0.0,0.7816133379940106,0.0,0.0,1.0,0.0,0.0
0.9066666666666667,0.1,0.04764551810760769,0.4,0.0,0.0,0.4645518076498201,0.0,0.0,1.0,0.0,0.0
0.48000000000000004,0.25,0.2219600765815942,0.4,1.0,0.0,0.8189642511779582,0.0,0.0,1.0,0.0,0.0
0.9333333333333333,0.15000000000000002,0.6557461709798487,0.2,1.0,1.0,0.9867060149748602,0.0,0.0,0.0,0.0,1.0
0.4,0.1,0.04764551810760769,0.4,0.0,1.0,0.9121023809671492,0.0,0.0,1.0,0.0,0.0
0.9333333333333333,0.15000000000000002,0.5947534756571663,0.1,1.0,0.0,0.996887907443271,0.0,0.0,0.0,0.0,1.0
0.9066666666666667,0.25,0.8900912235383344,0.1,0.0,1.0,0.5652315408867385,0.0,0.0,1.0,0.0,0.0
0.7066666666666667,0.15000000000000002,0.9819073768269256,0.30000000000000004,0.0,0.0,0.47429676162296414,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,0.1,0.04764551810760769,0.2,1.0,0.0,0.7208507250027663,0.0,0.0,1.0,0.0,0.0
0.72,0.30000000000000004,0.04764551810760769,0.30000000000000004,1.0,1.0,0.5598995406618414,0.0,0.0,1.0,0.0,0.0
0.41333333333333333,0.30000000000000004,0.04764551810760769,0.2,0.0,1.0,0.876952017100177,0.0,0.0,1.0,0.0,0.0
0.4666666666666667,0.5,0.057326086831193314,0.1,1.0,0.0,0.3962825562947856,0.0,0.0,0.0,0.0,1.0
0.48000000000000004,0.15000000000000002,0.37287877984402096,0.2,1.0,1.0,0.7261953806872284,0.0,0.0,0.0,0.0,1.0
0.6266666666666667,0.5,0.04764551810760769,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.37333333333333335,0.30000000000000004,0.04764551810760769,0.1,1.0,0.0,0.5267301313786767,0.0,0.0,1.0,0.0,0.0
0.8133333333333334,0.2,0.8507707115186327,0.4,1.0,0.0,0.8050302400455557,0.0,0.0,0.0,0.0,1.0
0.5066666666666667,0.1,0.5419380853162564,0.30000000000000004,0.0,1.0,0.5262679820074381,0.0,0.0,0.0,0.0,1.0
0.64,0.25,0.2271852652614193,0.30000000000000004,0.0,0.0,0.7978691507516343,0.0,0.0,0.0,0.0,1.0
0.3066666666666667,0.1,0.2797634285676714,0.4,0.0,1.0,0.9579123433849364,0.0,0.0,1.0,0.0,0.0
0.8133333333333334,0.25,0.04764551810760769,0.30000000000000004,1.0,1.0,0.5816331665480488,0.0,0.0,1.0,0.0,0.0
0.68,0.25,0.14168462068902757,0.2,1.0,1.0,0.4641649407554419,0.0,0.0,1.0,0.0,0.0
0.64,0.25,0.04764551810760769,0.2,1.0,0.0,0.6092909481150168,0.0,0.0,1.0,0.0,0.0
0.36,0.2,0.04764551810760769,0.2,1.0,0.0,0.6773307504857595,0.0,0.0,0.0,0.0,1.0
0.36,0.2,0.6363267630640318,0.30000000000000004,1.0,0.0,0.9140736313645706,0.0,0.0,1.0,0.0,0.0
0.56,0.4,0.04764551810760769,0.4,0.0,0.0,0.8776613230947831,0.0,0.0,1.0,0.0,0.0
0.45333333333333337,0.15000000000000002,0.8302943354291167,0.2,0.0,1.0,0.5283026597674236,0.0,0.0,0.0,0.0,1.0
0.9066666666666667,0.1,0.0893527847113918,0.30000000000000004,0.0,0.0,0.776554705700039,0.0,0.0,1.0,0.0,0.0
0.4266666666666667,0.5,0.04764551810760769,0.1,0.0,1.0,0.8007241824122927,0.0,0.0,0.0,0.0,1.0
0.44,0.4,0.04764551810760769,0.1,0.0,1.0,0.4655365324601033,0.0,0.0,0.0,0.0,1.0
0.76,0.05,0.7461188080063338,0.2,0.0,0.0,0.7276675157663015,0.0,0.0,0.0,0.0,1.0
0.72,0.25,0.04764551810760769,0.1,0.0,0.0,0.5050713877966955,0.0,0.0,0.0,0.0,1.0
0.9466666666666667,0.2,0.8360122740572108,0.1,0.0,0.0,0.6032413383133484,0.0,0.0,1.0,0.0,0.0
0.8400000000000001,0.15000000000000002,0.04764551810760769,0.4,1.0,0.0,0.9683123799607151,0.0,0.0,1.0,0.0,0.0
0.92,0.25,0.13935899530467713,0.1,1.0,0.0,0.4884838819466718,0.0,0.0,1.0,0.0,0.0
0.5066666666666667,0.45,0.04764551810760769,0.2,1.0,0.0,0.9977857447702939,0.0,0.0,0.0,0.0,1.0
0.76,0.35000000000000003,0.04764551810760769,0.2,0.0,1.0,0.7975635689236337,0.0,0.0,1.0,0.0,0.0
0.52,0.30000000000000004,0.04764551810760769,0.4,1.0,0.0,0.8845906624117644,0.0,0.0,0.0,0.0,1.0
0.36,0.25,0.27354430673460345,0.4,0.0,0.0,0.9226320234549183,0.0,0.0,0.0,0.0,1.0
0.38666666666666666,0.45,0.6136069024633829,0.2,1.0,0.0,0.66336972770053,0.0,0.0,0.0,0.0,1.0
0.8133333333333334,0.5,0.04764551810760769,0.2,0.0,0.0,0.35753409020651505,0.0,0.0,1.0,0.0,0.0
0.56,0.4,0.04764551810760769,0.30000000000000004,0.0,0.0,0.7295044082016982,0.0,0.0,1.0,0.0,0.0
0.9466666666666667,0.45,0.8759687108070946,0.1,1.0,1.0,0.35805486486870436,0.0,0.0,1.0,0.0,0.0
0.92,0.25,0.04764551810760769,0.30000000000000004,1.0,0.0,0.5146656267513805,0.0,0.0,0.0,0.0,1.0
0.5333333333333333,0.45,0.04764551810760769,0.30000000000000004,0.0,0.0,0.8033478642686455,0.0,0.0,0.0,0.0,1.0
0.6,0.45,0.9202046203478855,0.4,1.0,1.0,0.6067008807599599,0.0,0.0,1.0,0.0,0.0
1.0,0.4,0.21329135572605984,0.2,1.0,1.0,0.49932200751404154,0.0,0.0,0.0,0.0,1.0
0.7866666666666667,0.45,0.07349580836172173,0.2,0.0,0.0,0.5320758375163046,0.0,0.0,1.0,0.0,0.0
0.4666666666666667,0.15000000000000002,0.832295304253082,0.30000000000000004,1.0,0.0,0.7490430371662335,0.0,0.0,1.0,0.0,0.0
0.6933333333333334,0.1,0.04764551810760769,0.30000000000000004,1.0,0.0,0.8558106967345713,0.0,0.0,1.0,0.0,0.0
0.92,0.05,0.4096135695960227,0.30000000000000004,0.0,1.0,0.8893404114535011,0.0,0.0,0.0,0.0,1.0
0.7333333333333334,0.1,0.04764551810760769,0.1,0.0,1.0,0.3991555957239953,0.0,0.0,1.0,0.0,0.0
0.36,0.25,0.04764551810760769,0.30000000000000004,0.0,0.0,0.9645137912495451,0.0,0.0,0.0,0.0,1.0
0.52,0.25,0.4795915902420645,0.1,0.0,0.0,0.7443346059490064,0.0,0.0,0.0,0.0,1.0
0.9466666666666667,0.4,0.63848577207156,0.30000000000000004,1.0,0.0,0.7868620522893577,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.1,0.8604023959406399,0.4,0.0,1.0,0.9202218336990577,0.0,0.0,1.0,0.0,0.0
0.9333333333333333,0.35000000000000003,0.04764551810760769,0.2,1.0,0.0,0.48863749821673064,0.0,0.0,1.0,0.0,0.0
0.7466666666666667,0.30000000000000004,0.6289660069715874,0.2,0.0,0.0,0.4093279340707581,0.0,0.0,1.0,0.0,0.0
0.8,0.05,0.7954273929234875,0.2,0.0,1.0,0.9109293749323458,0.0,0.0,0.0,0.0,1.0
0.3466666666666667,0.5,0.9309502569832487,0.1,1.0,1.0,0.648718106991356,0.0,0.0,0.0,0.0,1.0
1.0,0.1,0.04764551810760769,0.30000000000000004,1.0,0.0,0.39948348717636784,0.0,0.0,1.0,0.0,0.0
0.5066666666666667,0.30000000000000004,0.713900670434379,0.4,1.0,1.0,0.6178463389106061,0.0,0.0,0.0,0.0,1.0
0.6533333333333333,0.1,0.04764551810760769,0.30000000000000004,0.0,0.0,0.5745515615436498,0.0,0.0,0.0,0.0,1.0
0.5866666666666667,0.25,0.04764551810760769,0.1,1.0,1.0,0.9316431108380154,0.0,0.0,0.0,0.0,1.0
0.64,0.45,0.04764551810760769,0.1,1.0,0.0,0.6828716408258523,0.0,0.0,0.0,0.0,1.0
0.9333333333333333,0.05,0.04764551810760769,0.4,0.0,0.0,0.4701414690297394,0.0,0.0,0.0,0.0,1.0
0.5866666666666667,0.5,0.7729586242032657,0.4,1.0,0.0,0.3906904438574801,0.0,0.0,1.0,0.0,0.0
0.9733333333333334,0.35000000000000003,0.04764551810760769,0.2,0.0,0.0,0.3699665035496313,0.0,0.0,0.0,0.0,1.0
0.8,0.15000000000000002,0.4289792810129323,0.1,0.0,0.0,0.4686866914386867,0.0,0.0,1.0,0.0,0.0
0.52,0.35000000000000003,0.13698877371537796,0.4,0.0,0.0,0.5731497067835064,0.0,0.0,1.0,0.0,0.0
0.4266666666666667,0.15000000000000002,0.6675887503786032,0.30000000000000004,1.0,0.0,0.8292923567226902,0.0,0.0,1.0,0.0,0.0
0.8266666666666667,0.05,0.587599072303646,0.1,0.0,1.0,0.9351742341646186,0.0,0.0,1.0,0.0,0.0
0.8933333333333334,0.30000000000000004,0.04764551810760769,0.1,1.0,0.0,0.44955238689970856,0.0,0.0,0.0,0.0,1.0
0.3466666666666667,0.4,0.04764551810760769,0.30000000000000004,0.0,0.0,0.6170241342114988,0.0,0.0,0.0,0.0,1.0
0.7066666666666667,0.30000000000000004,0.4296351692152016,0.30000000000000004,1.0,0.0,0.8814771192292354,0.0,0.0,1.0,0.0,0.0
0.8,0.15000000000000002,0.8307064215152293,0.30000000000000004,0.0,1.0,0.6600874117094114,0.0,0.0,1.0,0.0,0.0
0.36,0.30000000000000004,0.9702095921577002,0.30000000000000004,1.0,0.0,0.8289182453310359,0.0,0.0,0.0,0.0,1.0
0.3066666666666667,0.5,0.7803769837271021,0.1,1.0,0.0,0.9562218140905986,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.05,0.40249442392590207,0.2,0.0,0.0,0.7071043448143529,0.0,0.0,1.0,0.0,0.0
0.8266666666666667,0.1,0.04764551810760769,0.1,1.0,0.0,0.42603624203481383,0.0,0.0,0.0,0.0,1.0
0.8,0.35000000000000003,0.04764551810760769,0.1,0.0,1.0,0.8352437741641744,0.0,0.0,1.0,0.0,0.0
1.0,0.4,0.9919557213047839,0.4,0.0,0.0,0.9526031029786249,0.0,0.0,0.0,0.0,1.0
0.68,0.4,0.04764551810760769,0.2,1.0,1.0,0.8867187804818999,0.0,0.0,1.0,0.0,0.0
0.5466666666666667,0.5,0.04764551810760769,0.1,1.0,0.0,0.7942810028246186,0.0,0.0,0.0,0.0,1.0
0.8266666666666667,0.15000000000000002,0.04764551810760769,0.30000000000000004,0.0,0.0,0.7256791579887564,0.0,0.0,0.0,0.0,1.0
0.92,0.35000000000000003,0.04764551810760769,0.4,1.0,0.0,0.7031553912357791,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.35000000000000003,0.7450771816894652,0.4,1.0,0.0,0.9215064378773002,0.0,0.0,0.0,0.0,1.0
0.6933333333333334,0.35000000000000003,0.04764551810760769,0.2,0.0,0.0,0.8098866851159591,0.0,0.0,0.0,0.0,1.0
0.7333333333333334,0.2,0.5927485999007163,0.1,0.0,1.0,0.5726001697132143,0.0,0.0,1.0,0.0,0.0
0.7066666666666667,0.2,0.4857128958264575,0.4,0.0,0.0,0.7012119028148744,0.0,0.0,0.0,0.0,1.0
0.3466666666666667,0.1,0.04764551810760769,0.30000000000000004,1.0,1.0,0.8158683656129254,0.0,0.0,0.0,0.0,1.0
0.56,0.5,0.37717302274554154,0.4,0.0,0.0,0.5373860783542019,0.0,0.0,1.0,0.0,0.0
0.64,0.4,0.04764551810760769,0.1,0.0,1.0,0.9172762629798494,0.0,0.0,1.0,0.0,0.0
0.7733333333333333,0.2,0.04764551810760769,0.4,0.0,1.0,0.8516777637872979,0.0,0.0,0.0,0.0,1.0
0.41333333333333333,0.30000000000000004,0.1257217045298452,0.4,0.0,1.0,0.9423525809034017,0.0,0.0,0.0,0.0,1.0
0.7866666666666667,0.25,0.20934764090125693,0.2,0.0,0.0,0.5661393825296233,0.0,0.0,1.0,0.0,0.0
0.9733333333333334,0.4,0.04764551810760769,0.1,0.0,0.0,0.48383562668935376,0.0,0.0,1.0,0.0,0.0
0.64,0.45,0.1607521188081016,0.1,1.0,0.0,0.9503341241411545,0.0,0.0,0.0,0.0,1.0
0.6533333333333333,0.1,0.9232390681051229,0.30000000000000004,0.0,1.0,0.6626153522629662,0.0,0.0,0.0,0.0,1.0
0.6266666666666667,0.35000000000000003,0.04764551810760769,0.4,0.0,0.0,0.8576922084187119,0.0,0.0,0.0,0.0,1.0
0.64,0.1,0.04764551810760769,0.1,1.0,0.0,0.4468235096620682,0.0,0.0,0.0,0.0,1.0
0.6666666666666667,0.4,0.04764551810760769,0.4,0.0,1.0,0.8378357423392452,0.0,0.0,0.0,0.0,1.0
0.5466666666666667,0.05,0.08706446576771962,0.4,1.0,0.0,0.392880088470166,0.0,0.0,1.0,0.0,0.0
0.92,0.1,0.549608489630882,0.1,1.0,1.0,0.7140742516321541,0.0,0.0,0.0,0.0,1.0
0.3066666666666667,0.4,0.04764551810760769,0.30000000000000004,1.0,1.0,0.5262110574501839,0.0,0.0,0.0,0.0,1.0
0.7333333333333334,0.35000000000000003,0.9805798297558933,0.2,0.0,0.0,0.6154554074627794,0.0,0.0,0.0,0.0,1.0
0.3333333333333333,0.4,0.04764551810760769,0.1,1.0,1.0,0.5707725312699898,0.0,0.0,1.0,0.0,0.0
0.9733333333333334,0.05,0.5802633301082082,0.2,0.0,1.0,0.9931021242564042,0.0,0.0,0.0,0.0,1.0
0.9066666666666667,0.2,0.9478482164352929,0.1,1.0,0.0,0.5608354944322981,0.0,0.0,1.0,0.0,0.0
0.4266666666666667,0.35000000000000003,0.04764551810760769,0.30000000000000004,1.0,0.0,0.9200855749170193,0.0,0.0,1.0,0.0,0.0
0.5333333333333333,0.1,0.04764551810760769,0.4,0.0,1.0,0.8867022733607278,0.0,0.0,0.0,0.0,1.0
0.45333333333333337,0.2,0.6441942292415506,0.4,1.0,0.0,0.6337556521883541,0.0,0.0,0.0,0.0,1.0
0.9866666666666667,0.5,0.7764196899296384,0.1,1.0,1.0,0.6671180947460734,0.0,0.0,1.0,0.0,0.0
0.72,0.05,0.04764551810760769,0.2,0.0,1.0,0.8045969031039991,0.0,0.0,1.0,0.0,0.0
0.41333333333333333,0.30000000000000004,0.6640154794570869,0.4,1.0,1.0,0.9357756936342337,0.0,0.0,1.0,0.0,0.0
0.7866666666666667,0.30000000000000004,0.04764551810760769,0.2,1.0,0.0,0.5283638361589189,0.0,0.0,1.0,0.0,0.0
0.6266666666666667,0.30000000000000004,0.04764551810760769,0.1,1.0,1.0,0.4391651058266536,0.0,0.0,1.0,0.0,0.0
0.37333333333333335,0.4,0.04764551810760769,0.1,0.0,0.0,0.7229532320242953,0.0,0.0,0.0,0.0,1.0
0.5733333333333334,0.5,0.45256181136443757,0.4,1.0,0.0,0.47004387692850697,0.0,0.0,0.0,0.0,1.0
0.9733333333333334,0.5,0.04764551810760769,0.4,0.0,1.0,0.9454917851561163,0.0,0.0,0.0,0.0,1.0
0.8266666666666667,0.15000000000000002,0.04764551810760769,0.30000000000000004,1.0,1.0,0.43793977721989263,0.0,0.0,0.0,0.0,1.0
0.41333333333333333,0.5,0.04764551810760769,0.1,1.0,0.0,0.6185826565580392,0.0,0.0,0.0,0.0,1.0
0.8266666666666667,0.5,0.04764551810760769,0.30000000000000004,1.0,0.0,0.3516723114351531,0.0,0.0,0.0,0.0,1.0
0.9466666666666667,0.4,0.04764551810760769,0.1,0.0,0.0,0.8210213386054743,0.0,0.0,0.0,0.0,1.0
0.4,0.45,0.9089306902077454,0.30000000000000004,0.0,1.0,0.3837027793790241,0.0,0.0,0.0,0.0,1.0
0.72,0.5,0.04764551810760769,0.30000000000000004,1.0,0.0,0.6578704052928434,0.0,0.0,0.0,0.0,1.0
0.49333333333333335,0.25,0.04764551810760769,0.4,1.0,1.0,0.6244151226839258,0.0,0.0,0.0,0.0,1.0
0.7066666666666667,0.2,0.8531660422959746,0.30000000000000004,1.0,0.0,0.3742163869493299,0.0,0.0,0.0,0.0,1.0
0.76,0.1,0.04764551810760769,0.4,1.0,0.0,0.6131800758847367,0.0,0.0,0.0,0.0,1.0
0.9466666666666667,0.2,0.04764551810760769,0.1,1.0,0.0,0.9262851494134569,0.0,0.0,1.0,0.0,0.0
0.32,0.35000000000000003,0.49039926134200373,0.2,0.0,0.0,0.4707604860736922,0.0,0.0,0.0,0.0,1.0
0.72,0.15000000000000002,0.11880843514346756,0.4,0.0,1.0,0.4077290943312945,0.0,0.0,0.0,0.0,1.0
0.88,0.45,0.6030525625832218,0.30000000000000004,0.0,1.0,0.40978132966561776,0.0,0.0,1.0,0.0,0.0
0.56,0.25,0.04764551810760769,0.30000000000000004,0.0,1.0,0.5432862236768943,0.0,0.0,1.0,0.0,0.0
0.5333333333333333,0.25,0.04764551810760769,0.1,1.0,0.0,0.6283236088048384,0.0,0.0,0.0,0.0,1.0
0.6133333333333334,0.2,0.25934656173027176,0.1,0.0,0.0,0.40829328772432427,0.0,0.0,0.0,0.0,1.0
0.9066666666666667,0.4,0.04764551810760769,0.2,0.0,0.0,0.9946887087089371,0.0,0.0,1.0,0.0,0.0
0.56,0.30000000000000004,0.04764551810760769,0.2,1.0,0.0,0.4649437767452879,0.0,0.0,0.0,0.0,1.0
0.9466666666666667,0.5,0.7915698211954232,0.1,0.0,1.0,0.9803396185114258,0.0,0.0,1.0,0.0,0.0
0.76,0.2,0.04764551810760769,0.30000000000000004,1.0,0.0,0.8432187645750376,0.0,0.0,1.0,0.0,0.0
0.6133333333333334,0.15000000000000002,0.8259388203913098,0.1,1.0,0.0,0.6993350431376095,1.0,0.0,0.0,0.0,0.0
0.48000000000000004,0.25,0.04764551810760769,0.4,0.0,0.0,0.43437208811881445,0.0,0.0,0.0,0.0,1.0
0.6266666666666667,0.1,0.04764551810760769,0.30000000000000004,1.0,0.0,0.7083628877497753,0.0,0.0,0.0,0.0,1.0
0.6133333333333334,0.30000000000000004,0.0,0.4,1.0,1.0,0.4028538411470708,0.0,0.0,1.0,0.0,0.0
0.4666666666666667,0.25,0.9924732469224687,0.4,0.0,1.0,0.6857471813340275,0.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.4,0.6801887982242325,0.30000000000000004,0.0,0.0,0.8273983896653015,0.0,0.0,1.0,0.0,0.0
0.5066666666666667,0.4,0.04764551810760769,0.30000000000000004,1.0,0.0,0.5673505050078604,0.0,0.0,1.0,0.0,0.0
1.0,0.5,0.04764551810760769,0.2,1.0,0.0,0.923462531736191,0.0,0.0,1.0,0.0,0.0
0.9733333333333334,0.35000000000000003,0.057288446871888304,0.30000000000000004,0.0,1.0,0.9410618240709042,0.0,0.0,0.0,0.0,1.0
0.32,0.35000000000000003,0.04764551810760769,0.2,0.0,0.0,0.7142069088604823,0.0,0.0,0.0,0.0,1.0
0.7466666666666667,0.4,0.8286375101824428,0.2,0.0,1.0,0.3621342247045375,0.0,0.0,0.0,0.0,1.0
0.7466666666666667,0.25,0.14960425870887412,0.4,1.0,1.0,0.3942641855696547,0.0,0.0,1.0,0.0,0.0
0.52,0.30000000000000004,0.7242396525726935,0.1,1.0,1.0,0.39872335925718355,0.0,0.0,1.0,0.0,0.0
0.48000000000000004,0.2,0.6664043304439662,0.1,1.0,0.0,0.39282646533714644,0.0,0.0,0.0,0.0,1.0
0.92,1.0,0.04764551810760769,0.2,1.0,1.0,0.6548330949971818,0.0,0.0,0.0,0.0,1.0
0.76,0.45,0.04764551810760769,0.1,0.0,0.0,0.4937132378908261,0.0,0.0,0.0,0.0,1.0
0.48000000000000004,0.2,0.04764551810760769,0.30000000000000004,0.0,1.0,0.4483810815986016,0.0,0.0,0.0,0.0,1.0
0.5733333333333334,0.25,0.6578257549086914,0.30000000000000004,0.0,0.0,0.9900125414103644,0.0,0.0,1.0,0.0,0.0
0.8,0.1,0.25446442078082143,0.1,0.0,1.0,0.589796538226591,0.0,0.0,0.0,0.0,1.0
0.5066666666666667,0.4,0.04764551810760769,0.1,0.0,0.0,0.45007186100083574,0.0,0.0,1.0,0.0,0.0
0.9600000000000001,0.2,0.04764551810760769,0.4,1.0,0.0,0.943100253449338,0.0,0.0,0.0,0.0,1.0
0.56,0.45,0.04764551810760769,0.1,1.0,1.0,0.5111214477925777,0.0,0.0,1.0,0.0,0.0
0.9333333333333333,0.45,0.204896072498945,0.2,0.0,0.0,0.7339881925062473,0.0,0.0,1.0,0.0,0.0
0.4666666666666667,0.05,0.06342804833523463,0.2,1.0,1.0,0.6622459428997669,0.0,0.0,0.0,0.0,1.0
0.72,0.45,0.8679315312940765,0.1,1.0,0.0,0.6626153522629662,0.0,0.0,0.0,0.0,1.0
0.52,0.45,0.04764551810760769,0.4,1.0,1.0,0.4869373147575864,0.0,0.0,1.0,0.0,0.0
0.8266666666666667,0.1,0.36194298994589047,0.1,0.0,0.0,0.578156916893948,0.0,0.0,0.0,0.0,1.0
0.9866666666666667,0.5,0.4287512019177512,0.2,0.0,1.0,0.7984967214856489,0.0,0.0,0.0,1.0,0.0
0.7466666666666667,0.5,0.04764551810760769,0.4,0.0,0.0,0.8095584435125313,0.0,0.0,0.0,0.0,1.0
0.37333333333333335,0.45,0.10168644646528147,0.1,1.0,1.0,0.9165253390312581,0.0,0.0,0.0,0.0,1.0
0.56,0.35000000000000003,0.678963879599204,0.4,1.0,1.0,0.8598620945075706,0.0,0.0,0.0,0.0,1.0
0.8400000000000001,0.5,0.46827368328871094,0.2,1.0,0.0,0.7730246828481807,0.0,0.0,0.0,0.0,1.0
